RPS_Number,StructureName,Description,StreetNumber,StreetAddress,Townland,NIAH_Ref,RMP_REF,Lat,Long
317,Bridetree Wells,Site of Holy Well,,,Bridtree,,DU008-018,53.5143566948953,-6.17279246460452
316,St. Catherine's Well,Holy Well 'site of',,,Staffordstown,,DU008-017,53.5155867515199,-6.17444983018512
277,'Millbank',L-shaped single-storey thatched dwelling,,Chapel Green,Rush,11324001,,53.5210806927391,-6.1050559862209
522,St. Catherine's Church (in ruins),"Ecclesiastical Remains, Church, Graveyard & Bullaun",,Portane Village,Portraine,,DU008-03101 to -03103,53.4939823723362,-6.11193919926815
617,Dubber House,House on archaeological site,,Dubber Lane,Dubber,,DU014-019,53.4138947096133,-6.30071702583134
99,Grange Mount,19th century House & gatelodge,,Toberstown Road,Grange (ED Balscadden),,,53.6099901552991,-6.24938250049634
727,Home Villa,Four-bay two-storey 19th century former presbytery,,Porterstown Road,Kellystown,11361008,,53.3739429050145,-6.40791871024422
772,Rockabill Lighthouse,Lighthouse on island off Skerries coast,,,Rockabill Island,,,53.597042844619,-6.00430494692268
2,Knocknagin House,House & Outoffices,,Drogheda Road (N1),Knocknagin,11302001,DU001-012,53.6305336016055,-6.21568769957695
5,St. Brigid's Well,Holy Well,,Tobersool Lane,Tobersool,,DU001-001,53.6272869858849,-6.23832144264639
7,Balscadden Church (in ruins) & St. Mary's Well,"Church ruins, Graveyard & Holy Well",,Flemingtown to Toberstown Rd,Tobertown (Balscadden),11304010,DU001-003 to -00304,53.617356600281,-6.23692982564276
8,Former Thatched Dwelling,Vernacular building with corrugated iron roof,,Flemingtown to Toberstown Rd,Tobertown Commons (Balscadden),,,53.6166010900727,-6.23758088362063
12,Railway Bridge,Stone rail bridge over laneway,,off Drogheda Road,Bremore,11304001,,53.6197521122584,-6.19050236118498
13,St. Molaga's Church (in ruins) & Graveyard,Remains of nave & chancel of church with some decorative stonework,,off Drogheda Street,Bremore,,"DU002-00202, DU002-00203",53.6166149411933,-6.19083150944949
14,Bremore Castle,Remains of 16th century medieval stone castle,,off Drogheda Road,Bremore,,DU002-00201,53.6172585427976,-6.19072827267038
15,Bremore Cottage,Thatched dwelling and Out-offices,,Drogheda Road,Bremore,11304003,,53.616844024269,-6.19407689297564
75,Chapel site,Archaeological site,,Folkstown Lane,Folkstown Little,,DU005-001,53.598174157737,-6.20271152873431
76,Well,Possibly holy well,,Folkstown Lane,Stephenstown,,DU005-002,53.5975433485241,-6.20282947191931
80,Blackhall House,Mid-19th century house on elevated site,,Dublin Road,Blackhall (Balrothery),,,53.5948909271059,-6.18516901134476
81,Holy Well,At side of house in village of Balrothery,,Old Coach Road,Balrothery,,DU005-05701,53.5911051581645,-6.18700217011225
78,Inch House,18th century House & Out-offices,,Matt Road,Inch,11309001,,53.5911294725423,-6.19578057074651
92,Hampton Hall,"Six-bay two-storey house, former home of Hamiltion family",,"Hampton Lane, off Dublin Road",Hampton Demesne (Balbriggan),,,53.5932490595599,-6.1652188027587
94,Ardgillan House,"Castle, Ice-house, walled garden, grounds & Former Steward's House (excluding later extension)",,,Ardgillan Demesne,11310001,,53.5865382759733,-6.1601635872536
82,Mound,Earthwork,,Matt Road,Inch (Balrothery),,DU005-008,53.5880286937331,-6.19032347016534
88,Glebe House,Formerly Glebe House overlooking Balrothery,,Old Drogheda Road,Glebe South (Balrothery),11309004,,53.5848038370015,-6.1910080631942
90,Reservoir & Sluices,Known locally as Wavin Lake or Bowhill Lake,,off Old Drogheda Road,Knock (Balrothery),,,53.5847181022981,-6.19969870727663
179,Cairn,Burial Mound,,,Barnagerragh,,DU005-01601 +-01602,53.5851400099005,-6.14336645534751
180,Thatched Dwelling,Four-bay single-storey thatched dwelling,,Skerries Road,Barnageeragh,,,53.5865489641485,-6.142150384317
177,Cist,Cists are burials built with stone slabs,,Grange Road,Baltrasna,,DU005-023,53.5770720548097,-6.1545922491597
239,Stables & Outbuildings of Milverton House,Quality cut stone stables and outbuildings of Milveton House,,Milverton Demesne,Milverton Demesne,11310004,,53.5705048574415,-6.14367402988098
235,Balcunnin Lodge,Gatelodge and entrance gates & piers of Milverton Demesne,,"Milverton Demesne, Skerries Road",Milverton,,,53.5661516697402,-6.14268071227131
236,St. Movee's Lodge,"Gatelodge & gates of Milverton Demesne. Opposite road to Home Farm, with St. Mobhi's cemetery to south",,"Milverton Demesne, Balcunnin Road",Milverton,,,53.5662167067052,-6.14920548569648
237,Church Field Lodge,"Gatelodge & gates of Milverton Demesne. One of pair of lodges near Milverton School, this is lodge on north side of gates",,"Milverton Demesne, Balcunnin Road",Milverton,,,53.5664010800365,-6.14944031941031
241,St. Mobhi's Well,"Holy Well, in grounds of Milverton Demesne",,Balcunnin Road,Grange (Holmpatrick),,DU005-02402,53.5701037657155,-6.15161656790638
238,South Lodge,"Gatelodge & gates of Milverton Demesne. One of pair of lodges near Milverton School, this is lodge on south side of gates",,"Milverton Demesne, Balcunnin Road",Milverton,,,53.569894280508,-6.15326534468927
242,Home Farm,Five-bay two-storey house and fine cut stone outbuildings,,St. Monica's Road,Killalane,,,53.569338050509,-6.15587047402766
244,Courtlough House & Cottage complex,Remains of Courlough House (former Man O'War Coachhouse) plus Courtlough cottage & walled enclosure,,,Courtlough,,,53.563384820304,-6.18375620581467
747,Knockmaroon House,"House, stable residences, stables, lodges (2), gates & piers",,College Road,Castleknock,11362024,,53.3639398767207,-6.37226326534573
751,Windmill (in ruins),Remains of circular stone tower on mound,,"Castleknock College, College Road",Castleknock,,DU017-01302,53.3681514652389,-6.36595071712133
753,Castlemount,"House, lodge, front boundary wall & gate piers",,Tower Road,Castleknock,11362046,,53.3612315300697,-6.36159249847297
755,Pumphouse of Mardyke House,Pumphouse of former Iron Mill,,Lower Road,Castleknock,11362060,,53.3589790104702,-6.36048145953185
765,St. Brigid's Church of Ireland Church,19th century church & graveyard,,Castleknock Road,Castleknock,11362003,DU017-00801,53.3732153484088,-6.36406568581934
763,Child & Family Centre & Gatelodge,Yellow and red brick five-bay two-storey former dispensary and gatelodge,,Castleknock Road,Castleknock,11362047 & 11362048,,53.3715269501296,-6.35857649624829
758,Mount Hybla House,Three-bay two-storey over basement 18th century house,,White's Road,Castleknock,11362052,,53.367833863345,-6.35973220354282
752,Gatelodge of Castleknock College,"Lodge at cross roads of College Rd, Whyte's Rd & Tower Rd",,"Castleknock College, College Road",Castleknock,11362022,,53.3673557604004,-6.36473932153817
749,McNamera Building,"Original 18th century school buildings with later additions, incl Chapel",,"Castleknock College, College Road",Castleknock,"11362018, 11362019",,53.3679834504175,-6.36890904965459
750,Cregan Building,South facing front elevation only of mid 20th century building,,"Castleknock College, College Road",Castleknock,11362020,,53.3687796360371,-6.36714939595196
754,Guinness Bridge & Bridge Lodge,Private pedestrian cast iron bridge over River Liffey with stone piers & lodge,,"Lower Road, Strawberry Beds",Palmerstown Lower,11362030,,53.3609136215447,-6.36568165584013
738,Rag Well,Holl Well slabbed over at road junction. The rear wall is inscribed with the words 'Ragwell',,Luttrellstown Road,Diswellstown,,DU017-011,53.3671391397172,-6.37848147313586
737,Oatlands,"House, lodge, out-offices & gates",,Luttrellstown Road,Diswellstown,11361030,,53.3635610271925,-6.38374480756383
731,Diswellstown House,"House, outbuildings, gate piers & gates",,Luttrellstown Road,Diswellstown,11361031,,53.3677468403739,-6.38823716361392
736,Summerton House,"House, outbuildings, walled garden, lodge, boundary railings & gates.",,Sommerton Road,Diswellstown,11361029,,53.3636936681666,-6.39268293650921
734,Weir,Weir in Liffey opposite The Wren's Nest,,"At Wren's Nest, Strawberry Beds",Astagob,,,53.3619450440215,-6.40322176181952
735,The Wren's Nest,Three-bay two-storey 19th century house now Public House (excluding late 20th century extensions),,"Lower Road, Strawberry Beds",Astagob,11361026,,53.3625910052732,-6.40174686143941
729,St. Mochta's Catholic Church,Gothic style Roman Catholic Church,,Luttrellstown Road,Porterstown,11361011,,53.3716901521286,-6.40567969158598
728,Annfield,Five-bay two-storey over basement 18th century house,,Luttrellstown Road,Annfield,11361009,,53.3730568797817,-6.40654301309666
697,Kirkpatrick Bridge,Stone arched bridge over Royal Canal,,"Royal Canal, Coolmine Road",Diswellstown,11361032,,53.3776176425893,-6.39205897206832
696,Granard Bridge,Stone arched bridge over Royal Canal,,"Royal Canal, Castleknock Road",Blanchardstown,11354002,,53.3819238644553,-6.37036423330478
695,Talbot Bridge,Stone arched bridge over Royal Canal. Also known as Old Bridge,,"Roayal Canal, Old Navan Road",Blanchardstown,11354003,,53.3825021429113,-6.36570951562768
694,Ranelagh Bridge,"Stone arched bridge over Royal Canal, just before M50 on closed off section of road",,Royal Canal,Blanchardstown,11354004,,53.3826414416686,-6.36113118517572
699,Keeper's Cottage,Rail Keeper's Cottage at rail crossing,,Porterstown Road,Clonsilla,11361005,,53.3793966837463,-6.40592846858344
703,St. Brigid's Catholic Church,19th centuyr Catholic Church excluding recent extension,,Church Avenue,Blanchardstown,11354001,,53.3850767499618,-6.37491642805101
701,Coolmine Church (in ruins),"Ecclesiastical remains, church site & graveyard",,Blanchardstown Road,Coolmine,,DU013-019,53.3901033318866,-6.3994033737275
705,St. Mary's Church,Church of Ireland Church and archaeological site of earlier church,,Clonsilla Road,Clonsilla,11353005,DU013-01701,53.3842663971208,-6.42260740758434
711,Packenham Bridge,Stone single arched road bridge over the Royal Canal at Barberstown railway crossing.,,"Royal Canal, Baberstown Lane",Barnhill,11352002,,53.3839874464509,-6.44027383525166
717,Westmanstown Park House,Three-bay two-storey over basement house,,Barnhill to Lucan Road,Westmanstown,11360001,DU013-034,53.3809103348831,-6.45686813478765
713,Collins Bridge,Bridge over Royal Canal,,"Royal Canal, Barnhill Cross Roads",St. Catherine's Park,11360002,,53.3716284163474,-6.45704480679167
715,Lodge & entrance of St. Catherine's Park,"Lodge, castellated gateway & wing walls",,The Avenue,St. Catherine's Park (Leixlip),11360005,,53.3655103353937,-6.47306606036092
718,Glenwood,"House, out-offices & gates",,Barnhill Cross Roads,Coldblow (Lucan),11360006,,53.3627154069585,-6.4563336099273
719,Hillsboro House,House and outbuildings,,Barnhill Cross Roads,Laraghcon (Lucan),11360007,,53.3609884512098,-6.45516398129186
724,Weir,Weir in River Liffey,,"At Anna Liffey Mill, Lower Road",Woodlands,,,53.3686083515938,-6.4350918637261
725,Mill House,Former Mill Owners House,,"Anna Liffey Mills, Lower Road",Woodlands,11361035,,53.368518291256,-6.43366410760156
726,Anna Liffey Mill,Former Flour Mill (incl turbines),,Lower Road,Woodlands,11361034,DU017-076,53.3684729934013,-6.4329303662814
723,Luttrelstown Castle,"Main building plus outbuildings, gatelodges, follies, gates & gate piers",,Luttrellstown Road,Woodlands,11361036,DU017-004,53.3734882016062,-6.43101678086213
710,Beech Park House,"House, lodge & gates",,Luttellstown Road,Clonsilla,11353002 & 11353001,,53.3822843047584,-6.43005701554343
709,"The Courtyard, Beech Park House",Former outbuildings of Beech Park House,,Luttrellstown Road,Clonsilla,11353002 & 11353001,,53.3826119118253,-6.43056189714608
712,Barnhill Bridge,Stone arched bridge with single arch over disused Dublin to Navan railway line,,Barnhill to Lucan Road,Barnhill,11352001,,53.3898210340843,-6.44914822695033
704,Allandale,19th century three-bay single-storey over basement house and entrance gates (excludes outbuildings),,Hansfield Road,Clonsilla,,,53.3901922745322,-6.43026302638412
702,Phibblestown House,Three-bay two-storey over basement house and walled garden,,Hansfield Road,Castaheany,11352004,,53.3992089494293,-6.43705166815454
685,Mound,Impressive mound in a field.,,Dunsink Lane,Dunsink,,DU014-032,53.3883553880071,-6.35177431731633
687,Observatory House,Late 18th century house plus outbuildings,,"Dunsink Observatory, Dunsink Lane",Dunsink,11354008,,53.387395129276,-6.33867748969949
688,South Dome,Rotunda with copper dome housing telescope,,"Dunsink Observatory, Dunsink Lane",Dunink,11354009,,53.3868198242811,-6.33748694320746
682,Ringfort,"""Tumulus"" - circular mound in field opposite Cappagh Orthopaedic Hospital",,Cappagh Road,Cappoge,,DU014-029,53.396732448173,-6.32482634680982
683,Abbotstown House,"Five-bay two-storey house with six-bay wing, now Veterinary Research Lab",,Snugsborough Road,Sheephill,11354006,,53.3923553990927,-6.35788066666988
670,Mulhuddart Church (in ruins) & Graveyard,Church in ruins & graveyard still in use,,Church Road,Buzzardstown,11346003,DU013-01001 + -01002,53.4104736721264,-6.3893933516578
673,Tyrrelstown House,Five-bay two-storey house & Out-offices,,Powerstown Road,Tyrrelstown,11346002,DU013-006,53.4164049633105,-6.39464113027113
665,Hollywoodrath House,"Seven-bay two-storey house plus logde, gates & gate piers",,Rathoath Road,Hollywood,11347001 & 11347003,,53.4305452295013,-6.37007287869111
668,Kilmartin Church (in ruins),"Ecclesiastical remains, church, ecclesiastical enclosure",,Kilmartin Lane,Kilmartin,,DU013-002 to -00202,53.4337517904675,-6.40327338633171
624,St. Bridget's Well,Holy Well located west of Catholic Church,,St. Margaret's Village,St. Margaret's,,DU014-003,53.4311458788968,-6.30270027188671
626,St. Margaret's Church (in ruins),"Ecclesiastical remains, church, architectural fragments, graveyard & church site",,St. Margaret's Village,St. Margaret's,11348001,DU014-002,53.4335978592145,-6.29957671819135
628,Windmill (in ruins),"Now a circular tower ruin in field, north east of St. Margaret's",,R122 Road,Millhead,,,53.43350957435,-6.29338931351483
627,Kilreesk Bridge,Bridge over stream on road from St. Margarets to Killsallaghan,,,Kilreesk,11342008,,53.4382579498215,-6.29708114007664
637,Mound,Earthwork,,Shallon Road,Shallon,,DU011-040,53.4466861338521,-6.31213635845534
636,Thatched Dwelling,Six-bay single-storey thatched dwelling,,Tobercurr Road,Killeek,11342006,,53.4467990028474,-6.29331434638093
625,St. Margaret's Church (RC),19th century catholic church,,Main Street,St. Margarets,,,53.4308835409496,-6.30127678017731
344,Thatched Dwelling,Three-bay single-storye thatched dwelling hidden behind high boundary wall,,Rathbeale Road,Commons West (Swords),11335014,,53.4611350892548,-6.22755656848405
345,Scotchstone Bridge,Fine stone road bridge over River Ward,,Balheary Road,Balheary Demesne (Swords),11335008,,53.4639294283126,-6.21881430198653
363,"Mill ponds, Millrace & Sluice System",Brackenstown Mill site located along River Ward valley,,"River Ward, off Brackenstown Rd",Brackenstown (Swords),,,53.4577992609906,-6.25248953031799
364,Brackenstown House,"Seven-bay two-storey house plus gates, lodge & gardens",,Naul Road,Brackenstown,11343018,,53.4562601274055,-6.25454449790753
370,Glasmore Abbey & St. Cronan's Well,Abbey and Well. Church in ruins.  Fenced off in open space of Lioscian housing estate,,"Lioscian Estate, St. Cronan's Ave",Mooretown (Swords),,"DU011-018, DU011-019",53.4645019796413,-6.24263199217827
338,Rathbeale Hall,Main house plus outbuildings & gatelodges (x2),,Rathbeale Road,Rathbeal (Swords),11334001,DU011-014,53.4725588046067,-6.26682655474239
339,Newton House,Five-bay three-storey over basement former house (now in use as offices) & out-buildings,,Balheary Road,Newtown,11335009,,53.469984187073,-6.22347775775263
374,Church of the Immaculate Conception (RC),19th century gable-fronted catholic church,,Balheary Road,Balheary,11335021,,53.4815229686779,-6.23562059339916
373,Murrays Bridge,Stone Bridge,,Balheary Road,Balheary (Swords),11335020,,53.4843072158977,-6.24224149684996
342,Lissen Hall,"House, Out-offices & entrance gates",,off Estuary Road,Lissenhall Great (Swords),,,53.4686768027791,-6.2059999135322
379,Seatown House,"House, out-offices and tower house/castle remains, over looking Malahide Estuary",,Estuary Road,Seatown East (Swords),,DU012-021,53.4621047335636,-6.1966557102963
480,Prospect Point,"House & Stables, overlooking Malahide estuary",,Hutchinsons Strand,Seapoint East (Swords),11336006,,53.4647486654081,-6.19068666378275
481,Bridge near Newport House,Disused double-arched random rubble stone bridge at end of Ballymadrough Road,,Ballymadrough Road,Ballymadrough,11336007,DU012-042,53.4667455749539,-6.18753363101604
482,Gates of Seafield House,"Gates & Gate piers. Originally entrance gates to Seafield House, now in separate ownership",,Ballymadrough Road,Ballymadrough,,,53.4724509680889,-6.1827873017588
484,Church (in ruins) & Graveyard,"Oval raised area enclosed by wall, rectangular sunken area indicates site of church",,Ballymadrough Road,Ballymadrough,,DU012-01301 +-01302,53.4736197011457,-6.1838133229036
483,Seafield House,"House, incl interior, stableyard, outoffices & gatelodge",,Kilcrea Road,Ballymadrough,11336024,,53.4723675775522,-6.1757573015994
496,Motte possible,Mound in field to west of Kilcrea Road,,off Kilcrea Road,Ballymadrough,,DU012-014,53.4779744059026,-6.17392242632651
499,Church (in ruins) & Graveyard,Remains of small single chamber church,,Kilcrea Road,Kilcrea,,DU012-01601,53.4755269654061,-6.16703333259088
500,Kilcrea House,House & Outoffices,,Kilcrea Road,Kilcrea,11336025,,53.4744729180769,-6.16574373458488
504,Corballis House,House & Outoffice & site of Castle,,Corballis Road,Corballis (Donabate),,DU012-020,53.4739361047073,-6.14101888777061
543,Martello Tower,19th century circular military stone martello tower,,Balcarrick Road,Balcarrick (Donabate),11337001,DU012-008--,53.4783248331518,-6.11535884094303
537,Round Tower (Memorial),19th century memorial in grounds of St. Ita's Hospital,,St. Ita's Hospital Complex,Portraine,,,53.4873971940485,-6.10720270906206
540,Chink Well,A well in a cave on the seashore which is covered by high tide,,in grounds of St. Ita's Hospital,Quay (Portrane),,DU012-007,53.4857825520388,-6.10209240948221
539,Priest's Chamber,Feature in grounds of St. Ita's,,in grounds of St. Ita's Hospital,Quay (Portrane),,,53.4859884723717,-6.10158491879903
487,Castle site & Enclosure,Archaeological complex possibly including Belinstown Castle,,"Batter Lane, off N1 Road",Belinstown,,DU012-001,53.4890599333261,-6.20774158497584
489,Lanistown North,Five-bay two-storey house,,Cobbes Back Road,Lanestown,,,53.4886244026486,-6.1892833071228
493,Lanestown Castle (in ruins),Remains of square tower house,,Grounds of Newbridge House,Newbridge Demesne,,DU012-004,53.483081037157,-6.1780995719862
494,Newbridge House,"Main house plus outbuildings, walled gardens, gates & gate piers",,Lissenhall to Donabate Road,Newbridge Demesne (Donabate),11329001,DU012-060,53.4867915787068,-6.16809410363744
502,Railway Bridge,Stone rail bridge over road,,Corballis Road,Kilcrea,11336027,,53.4767117034957,-6.1527263096821
506,The Cottage,Five-bay two-storey 19th century house,,The Square,Donabate,11336011,,53.4850541503263,-6.15407770782754
512,St. Patrick's Roman Catholic Church,Redbrick 19th century catholic church,,Main Street,Donabate,11329006,,53.4861152492901,-6.14813183732573
513,An Dun (Formerly Warington's House),"Four-bay two-storey stone house including walls & pump, adjacent to St. Patrick's Church",,Main Street,Ballalease West (Donabate),11329007,,53.486782685596,-6.14824226956704
514,The Cottage (Thatched Dwelling),Three-bay single-storey thatched dwelling,,Ballisk Street,Ballisk Common (Donabate),11329015,,53.4886612624124,-6.14979488313303
507,Waterpump,Cast-iron pump of rounded profile,,The Square,Donabate,11336001,,53.4852363515373,-6.15432889971957
291,Enclosure,Earthwork,,,Effelstown,,DU008-011,53.5236303848614,-6.14203878668054
318,Mound & Long Cist,Earthwork,,,Balleally West,,DU008-01901,53.5124889515192,-6.17105643630794
517,Harbour possible,Archaeological site,,Beaverstown Rod,Beaverstown (Donabate),,DU008-026,53.5001766308151,-6.14359973631109
523,The Farm,Vernacular building complex,,Portrane to Donabate Road,Portraine Demesne,,,53.4934218586921,-6.11684081162096
492,Turvey House,Site of demolished late 17th century house,,Turvey Avenue,Turvey,11329004,DU008-02401,53.4948566253201,-6.1739338370958
320,Burial,Earthwork,,,Coldwinters,,DU008-023,53.5003322408978,-6.19300066511447
319,Earthwork,Earthwork,,,Newtowncorduff,,DU008-016,53.5168298140154,-6.20303475733289
333,Rowelstown Bridge,Stone road bridge over Broadmeadow River,,Rowelstown Village,Rowelstown East,,,53.4890800205878,-6.30390262492227
331,Detached House & former thatched cottage,"Three-bay two-storey house, plus stable yard, single-storey former thatched cottage and outbuilding just south of Rowelstown House",,Rowlestown Village,Rowelstown West,11327006,,53.4901403932869,-6.30502560900274
332,St. Brigid's Church (RC),19th century Catholic Church,,Rowelstown Village,Rowelstown East,11327001,,53.4899991770765,-6.3004799745267
656,Kilsallaghan Cross,Site of cross,,,Kilsallaghan,,DU011-010,53.4743967330366,-6.31964092555569
328,Ringfort,Earthwork,,Fieldstown to Swords Road,Newbarn,,DU011-001,53.4902749618552,-6.32527375128664
645,Potential Site,Earthwork,,,Kilcoskan,,,53.4644628132411,-6.3216271728165
649,Settlement deserted,Earthwork,,,Surgalstown South,,DU011-012,53.4682412141501,-6.30633674095268
642,Enclosure(s),Earthwork,,,Newpark,,DU011-021,53.4533351050129,-6.31987549616992
640,Enclosure & graveyard,Earthwork,,,Common,,DU011-02301 + -02302,53.4503942197184,-6.30860060820016
638,Fulacht Fiadh possible,"Earthwork, Fulacht Fiadh denotes cooking place.",,"St. Margaret's Golf Club, Toburburr Road",Toberburr,,DU011-024,53.4506963042615,-6.29640088699156
646,Potential Site,Earthwork,,,Westerweave,,,53.4596425338916,-6.28855310288284
635,Ringfort (Rath/Cashel),Earthwork,,Killeek Lane,Killeek,,DU011-025,53.4495922454767,-6.28736427794582
783,Earthwork Possible,Earthwork,,,Lambay Island,,DU009-001,53.4920412801935,-6.0151332296147
355,Earthwork Unclassified,Earthwork,,Seatown Road,Seatown West (Swords),,DU011-036,53.4620613306034,-6.21268092999663
618,Field System possible site,Earthwork,,off St. Margaret's Road,Silloge,,DU014-021,53.4146557434439,-6.28199457549349
614,Ringfort site,Earthwork,,St. Margaret's Road,Balcurris,,DU014-022,53.4061120299544,-6.27812155618386
615,Meakstown Castle,Site of Castle opposite Meakstown House,,St. Margaret's Road,Meakstown,,DU014-020,53.4063253505692,-6.29235697139363
632,Ringfort site,Earthwork situated on elevated positions.,,Killeek Lane,Killeek,,DU011-041,53.4465094629758,-6.27501372556006
591,Site of Burial Mound,Earthwork,,Dublin Road,Sutton,,DU015-023,53.3894184851178,-6.11264504549986
590,Cemetery,Archaeological site,,"Sutton RFC, Station Road",Burrow Howth,,DU015-022,53.3904804665845,-6.11591384571512
442,Earthwork'Site of',Earthwork in grounds of Malahide Castle,,,Malahide Demesne,,DU012-029,53.4458276142208,-6.16836368345467
443,Settlement,Earthwork,,Elner Court,Robswalls (Portmarnock),,DU012-037,53.4384316674063,-6.13011992569708
477,Ring-ditch possible site,Earthwork,,Strand Road,Burrow Malahide (Portmarnock),,DU015-006,53.4305031783491,-6.12632279249355
472,Ringfort Site,Earthwork,,Drumnigh Road,Grange Malahide,,DU015-005,53.4302872003066,-6.15548055665387
473,Ringfort Site,Earthwork,,Drumnigh Road,Grange Malahide,,DU015-004,53.4325567079513,-6.15617848766396
474,Ringfort Site,Earthwork,,The Hill,Broomfield/Grange (Malahide),,DU012-033,53.4349351797508,-6.15623472489339
470,Potential Site,Earthwork,,,Drumnigh,,,53.4151503786513,-6.1574592393389
465,Ringfort possible,Earthwork,,off Malahide Road,Kinsaley,,DU015-010,53.416925849233,-6.17253574618951
109,Nativity of Our Lady Church (RC),Early 19th century Roman Catholic Church,,"Main Street, Naul",Westown (Naul),11308001,,53.5851068156774,-6.29109577443511
324,Mound,Earthwork,,Naul Road,Belinstown/Skidoo,,DU007-017,53.4992554857758,-6.26616146089509
325,Fieldstown House,18th century country house & stone outbuildings,,Fieldstown to Oldtown Road,Fieldstown,,,53.4924995223575,-6.32065933997836
327,St. Catherine's Well,Holy Well,,Fieldstown to Oldtown Road,Fieldstown,,DU011-00204,53.4915132963699,-6.31723770566623
172,Mound site,"Earthwork, possible motte",,,Jordanstown,,DU005-034,53.5543243334189,-6.20604886546952
306,Rose Cottage,Five-bay single-storey thatched dwelling halfway between Skerries and Lusk,,Skerries Road,Greatcommon,11323022,,53.5366844231841,-6.16129296238152
246,Bridge,Road bridge over railway line,,Featherbed Lane,Ballykea,,,53.5480547069681,-6.11609296875041
248,Lime Kiln,Remains of stone lime kiln,,off The Mine Road,Popeshall,,,53.5541105372724,-6.0915792916904
249,'Harbour View',Three-bay single-storey thatched dwelling,,Loughshinny Harbour,Loughshinny,11318006,,53.5473606341443,-6.08003805338465
250,Boathouse,Single-bay single-storey stone boathouse,,Loughshinny Harbour,Loughshinny,11318005,,53.546875368592,-6.0803017669791
251,Lizzie's Cottage,L-shaped single-storey thatched dwelling & Out-offices,,Skerries Road,Carnhill,11318002,,53.5430324205912,-6.09657382779988
252,Promontory Fort,Archaeological site,,off Skerries Road,Drumanagh,,DU008-00601,53.5414829917796,-6.08250372304545
255,Balluster Lodge,"House, gates & gate piers",,Skerries Road,Rush Demesne,11318003,,53.5395462418484,-6.09373333471896
257,St. Catherines Well,Holy Well,,Skerries Road,Rush Demesne,,DU008-005,53.5381441743768,-6.09338549961027
258,Portico of Kenure Park House,"Portico, in open space  at centre of housing estate",,,Rush Demesne,11324028,,53.5346514346205,-6.09736081868633
260,Kenure Church of Ireland Church,19th century Church of Ireland Church,,Skerries Road,Rush,11324026 & 11324025,,53.5292784174902,-6.09086024145401
262,Former Parsonage of Kenure C of I Church,"Former Parsonage & Enclosure, including Gates & Railings",,Skerries Road,Rush,,,53.5285184979586,-6.09195761223811
292,Bridge,Road bridge over Rail,,,Tyrrelstown Big,,,53.5295104859057,-6.13473060146318
288,Lusk & Rush Station,"Railway Station Buildings, Pedestrian Bridge & Signal Box",,,Effelstown (Rush),11323018 & 11323016,,53.5209136712067,-6.14293585637547
290,Stable & Coachhouse Complex,Stone stable & farm buildings,,Horestone Road,Effelstown,11323026,,53.5211978428291,-6.13806754274666
284,Knockdromin House,"Main house, plus outbuildings, gatelodge and gates",,Rush to Lusk Road,Beau,11323020 & 11323019,,53.5182838918517,-6.13585216938559
285,Cist,"In grounds of Knockdromin House, cist is a burial of stone slabs",,Rush to Lusk Road,Beau,,DU008-035,53.5187921673106,-6.13797983648253
287,Bridge,Road Bridge over Rail,,Rogerstown Lane Old,Rogerstown,,,53.5163470794255,-6.14646918520506
294,Remount House,Exterior only of redbrick two-storey house,,Station Road,Racecourse Common (Lusk),,,53.5223213384884,-6.15480888471611
293,Lusk House,Exterior only of three-bay two-storey house,,Station Road,Racecourse Common (Lusk),,,53.5220127092961,-6.1534694032122
280,Bridge & Sluice,Stone arched road bridge over mill stream,,Whitestown Road,Whitestown (Rush),,,53.514237355215,-6.12474967443184
282,Whitestown Mill (former),"Corn Mill, Sluice & Millrace",,Whitestown Road,Whitestown (Rush),,,53.518334283108,-6.12618716028401
283,Whitestown House,Former mill owners house,,Whitestown Road,Whitestown (Rush),11324014,,53.5190025235163,-6.12656832736244
286,Bridge,Rail Bridge over road,,Rogerstown Lane New,Rogerstown,,,53.5101777566979,-6.14784957849694
516,Beaverstown Viaduct,Eleven-arched railway viaduct over estuary,,Rogerstown Estuary,Beaverstown (Donabate),,DU008-026,53.5019753059435,-6.14902839240066
518,Windmill (in ruins),Remains of base of circular stone windmill,,off Beaverstown Road,Rahillion (Donabate),,DU008-027,53.4979001069643,-6.13785771731137
515,Beaverstown House,"House, Barn, Out-offices & Yard",,Beaverstown Road,Beaverstown (Donabate),11329010,DU008-044,53.4936120660139,-6.1454092891586
521,Stella's Tower (Portraine Castle in ruins),Remains of medieval stone structure,,,Portraine,,DU008-030--,53.4952398298247,-6.11511010439155
541,Burial,Archaeological site,,Quay Road,Quay (Portraine),,DU008-032,53.4929381267784,-6.10361344009696
315,Thatched Dwelling,Three-bay single-storey thatched dwelling in village of Corduff,,"Droghedea Road, Lusk",Corduff (Hackett),11323013,,53.5171087817519,-6.19070687252496
314,Thatched Dwelling,Four-bay single-storey thatched dwelling,,"School Lane, Lusk",Corduff (Hackett),11323025,,53.5160384820679,-6.18806361142823
309,Glebe House,Former Glebe House & Out-offices,,Minsters Road,Lusk,11323007,,53.5250998033397,-6.1832198320683
313,Corduff House,"House, Outbuildings, Entrance Gates & Piers, & cast-iron wall-mounted postbox in gate pier",,Drogheda Road (N1),Corduff,11329018,,53.5108384117589,-6.18786309733959
