REG_NO,RATING,NUMBER,NAME,STREET1,STREET2,TOWN,COUNTY,TOWNLAND,BUILDINGTYPE,DATEFROM,DATETO,COMPOSITION,APPRAISAL,LINK_WEBRECORD,LINK_WEBIMAGE,LONG,LAT
11311014,Regional,34,Ivetta,Strand Street,,Skerries,Dublin,TOWNPARKS (BA. E BY.),house,1870,1890,"Terraced three-bay two-storey house, c.1880, with full-height canted bay to right-hand side.ROOF: Double pitched concrete asbestos roof with terracotta ridge tiles; red brick chimney stacks with string courses and terracotta pots at gable ends; cast-iro",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11311014,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11311014_1.jpg,-6.10628797232025,53.5793580636211
11311015,Regional,"65, 66",,Church Street,,Skerries,Dublin,TOWNPARKS (BA. E BY.),house,1860,1890,"Pair of terraced two-storey houses, c.1875.  Three-bay two-storey house to left-hand side and two-bay two-storey house with shopfront to right-hand side.ROOF: Double pitched; slate; red brick corniced stacks; cast-iron rainwater goods. WALLS: Nap render",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11311015,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11311015_1.jpg,-6.10848526204654,53.5788446910423
11311016,Regional,21,Lady Belle,Church Street,,Skerries,Dublin,TOWNPARKS (BA. E BY.),house,1860,1880,"Terraced four-bay two-storey house, c.1870, with timber shopfront to ground floor, c.1880.ROOF Double pitched slate roof with terracotta ridge tiles; red brick corniced chimney stacks with terracotta pots at gable ends; cast-iron rainwater goods support",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11311016,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11311016_1.jpg,-6.10764630662356,53.5786966256342
11311017,Regional,,Skerries Carnegie Free Library,Strand Street,,Skerries,Dublin,TOWNPARKS (BA. E BY.),library/archive,1900,1920,"Detached five-bay two-storey limestone faced Carnegie Free library, built 1910, with full-height projecting central single-bay breakfront flanked by single-bay single-storey bays. Designed by Anthony Scott and his son William. ROOF: Double pitched; slat",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11311017,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11311017_1.jpg,-6.10660879480273,53.5785993266567
11311018,Regional,,Saint Patrick's School,Thomas Hand Street,,Skerries,Dublin,TOWNPARKS (BA. E BY.),crèche/pre-school,1910,1915,"Detached eleven-bay single-storey former national school, built 1913, on an L-shaped plan with projecting gable-fronted end bays.  Veranda to central bays incorporating separate male and female entrances.  Now in use as theatre and crèche.ROOF: Double p",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11311018,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11311018_1.jpg,-6.32916690822024,53.3910016983757
11311019,Regional,17,,Church Street,,Skerries,Dublin,TOWNPARKS (BA. E BY.),house,1750,1850,"Semi-detached five-bay single-storey thatched house, c.1800.ROOF: Double pitched thatched with concrete brick chimney stacks at gable ends. WALLS: Nap rendered; ruled and lined. OPENINGS: Square headed with rendered reveals; stone cills, timber sash win",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11311019,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11311019_1.jpg,-6.10811550703921,53.5790095772963
11311020,Regional,,Saint Patrick's Roman Catholic Church,Strand Street,,Skerries,Dublin,TOWNPARKS (BA. E BY.),church/chapel,1930,1940,"Detached gable-fronted Roman Catholic church, c.1935, flanked by lean-to side aisles, with entrance portico, chancel and single-storey sacristy.  Freestanding bell tower to rear.ROOF: Double pitched; lean-to roofs to side aisles; slate; cast-iron rainwa",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11311020,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11311020_1.jpg,-6.10675784226317,53.5783051461811
11311021,Regional,,,Church Street,,Skerries,Dublin,TOWNPARKS (BA. E BY.),post box,1900,1910,"Freestanding cast-iron cylindrical post box, c.1905, with  'ER VII' monogram. McDowall Steven & Co. London & Glasgow.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11311021,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11311021_1.jpg,-6.10864161407742,53.5790628302354
11311022,Regional,,,Church Street,,Skerries,Dublin,TOWNPARKS (BA. E BY.),cobbles/flags/paving/kerbing,1800,1900,"Limestone street kerbing, c.1850.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11311022,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11311022_1.jpg,-6.10776862282792,53.5786626169062
11311023,Regional,42,,Quay Street,,Skerries,Dublin,TOWNPARKS (BA. E BY.),house,1780,1820,"Four-bay single-storey thatched house, c.1800, with projecting entrance porch.  Single-storey extension to rear, c.1970.ROOF: Double pitched thatched roof with nap rendered and brick chimney stack; flat roof to extension. WALLS: Rough-cast rendered; cem",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11311023,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11311023_1.jpg,-6.10985854601371,53.5812297451397
11311024,Regional,,Slieve Donard,Harbour Road,,Skerries,Dublin,TOWNPARKS (BA. E BY.),house,1880,1900,"Terraced three-bay two-storey house, c.1890.  Two-storey bay to left-hand side and single-storey canted bay to right-hand side, balustraded balcony supported by Doric columns.ROOF: Double pitched; concrete asbestos tiles; terracotta ridge tiles; cornice",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11311024,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11311024_1.jpg,-6.10552709119035,53.5825270838568
11311025,Regional,5,,Convent Lane,,Skerries,Dublin,TOWNPARKS (BA. E BY.),house,1750,1850,"Terraced three-bay single-storey thatched house, c.1800.  Single-bay single-storey extension having corrugated-iron roof to left side, c.1970.ROOF: Double pitched thatched and corrugated iron roof with rendered chimney stack to left gable of thatch. WAL",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11311025,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11311025_1.jpg,-6.10811077779231,53.5797912909608
11311026,Regional,,Skerries Garda Station,Strand Street,,Skerries,Dublin,TOWNPARKS (BA. E BY.),garda station/constabulary barracks,1835,1855,"Semi-detached four-bay two-storey former house, c.1845, with two-storey extension to rear, c.1960.  Now in use as Garda station.ROOF: Double pitched slate roof with terracotta ridge tiles; rough cast rendered chimney stacks at gable ends with terracotta",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11311026,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11311026_1.jpg,-6.107078691886,53.5799097486913
11311027,Regional,5,,New Street,,Skerries,Dublin,TOWNPARKS (BA. E BY.),house,1870,1890,"Terraced three-bay single-storey house, c.1880, with Ionic door surround and Corinthian window surrounds, c.1900.ROOF: Double pitched slate roof with decorative terracotta ridge tiles; nap rendered chimney stacks; terracotta pots at gable ends; plastic ",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11311027,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11311027_1.jpg,-6.10999495138779,53.5788505914132
11311028,Regional,4 - 7,,Holmpatrick Terrace,,Skerries,Dublin,MILVERTON,house,1880,1900,"Terrace-of-four two-bay two-storey houses, c.1890, with ornate door surrounds and carved gate piers.ROOF: Double pitched; slate; terracotta ridge tiles; corniced stone chimney stacks; cast-iron rainwater goods. WALLS: Nap rendered wall simulating cut st",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11311028,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11311028_1.jpg,-6.10478737633566,53.5764497545583
11311029,Regional,,Great Windmill,,,Skerries,Dublin,TOWNPARKS (BA. E BY.),mill (wind),1725,1775,"Windmill, c.1750, on a circular plan, capped with a mansard roof having five spring sails.  The tower  49 ft (c.15m ) Restored c.1995. ROOF: Slate mansard roof with five spring sails. WALLS: Nap rendered.OPENINGS: Square headed with rendered reveals; ti",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11311029,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11311029_1.jpg,-6.11010412890033,53.5750512052073
11311030,National,,The Small Windmill,,,Skerries,Dublin,TOWNPARKS (BA. E BY.),mill (wind),1500,1550,"Windmill, c.1525, on a circular plan, capped with thatched conical roof having four canvas sails. The mill measures 41 ft. in height; diameter of sail equals 53 ft. 4 inches. Restored, c.1995.ROOF: Thatched wooden cap resting on hardwood bearings; lufte",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11311030,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11311030_1.jpg,-6.11305351840904,53.5745945666714
11311031,Regional,,Skerries Mill,Mill Hill,,Skerries,Dublin,TOWNPARKS (BA. E BY.),bakery,1830,1850,"Water mill, c.1840, comprising of multiple-bay two-storey roughly dressed rubble stone buildings with mill pond, mill-race, sluice gates and waterwheel.  Single-storey extension to right side, c.1995. 1931 watermill closed; 1846-1986 bakery operated. Butt",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11311031,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11311031_1.jpg,-6.11024139805545,53.5743434744355
11311032,Regional,,Holmpatrick Church of Ireland Church,Millar's Lane,,Skerries,Dublin,TOWNPARKS (BA. E BY.),church/chapel,1850,1870,"Detached gable-fronted Church of Ireland church, c.1860, having three-storey tower with spire to left-hand side.  Six-bay side elevation with entrance porch and vestry.  Single-bay gable-fronted chancel to rear. ROOF: Double pitched; slate; terracotta c",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11311032,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11311032_1.jpg,-6.10545995008523,53.5742408490478
11311033,Regional,,Fingal County Cemetery,,,Skerries,Dublin,TOWNPARKS (BA. E BY.),bell tower/stand,1780,1800,"Freestanding single-bay three-stage square profile bell tower, c.1790, set in graveyard, church now demolished.ROOF: No roof, castellated parapet wall with stone finials. WALLS: Rubble limestone; original rough cast lime render; limestone string courses",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11311033,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11311033_1.jpg,-6.10561117478834,53.5735603027347
11311034,Regional,,,Holmpatrick,,Skerries,Dublin,WHITESTOWN (BA. E BY.) BALSCADDAN ED,house,1930,1950,"Detached two-bay three-storey house, c.1940, on an irregular plan in two blocks with a roof terrace to lower block.  Flat-roofed projecting entrance porch supported by a column.  Garage to right-hand side.ROOF: Flat roof. WALLS: Nap rendered. OPENINGS: ",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11311034,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11311034_1.jpg,-6.10291745338909,53.5733648292833
11311035,Regional,,Skerries Railway Station,Station Road,,Skerries,Dublin,TOWNPARKS (BA. E BY.),house,1840,1860,"Detached three-bay two-storey house, c.1850, with projecting entrance porch and gabled dormer above.  Single-storey extension to left-hand side, c.1990.ROOF: Double pitched slate roof with terracotta ridge tiles, two red brick corniced chimney stacks wi",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11311035,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11311035_1.jpg,-6.1185899469279,53.5740168416049
11311036,Regional,,Skerries Railway Station,Station Road,,Skerries,Dublin,TOWNPARKS (BA. E BY.),railway station,1840,1860,"Detached three-bay single-storey railway station, c.1850, with a gabled central breakfront and a cast-iron platform canopy.  Single-bay curved extension, c.1880, and single-bay extension, c.1970, to rear.   Detached two-storey gable-fronted signal box, c.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11311036,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11311036_1.jpg,-6.11928714994238,53.5739559224303
11311037,Regional,,Skerries Railway Station,Dublin Road,,Skerries,Dublin,TOWNPARKS (BA. E BY.),bridge,1840,1860,"Single-arch limestone railway bridge over road, c.1850.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11311037,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11311037_1.jpg,-6.11646575829224,53.5711977152219
11311038,Regional,,,,,,Dublin,MILVERTON,house,1910,1950,"Detached four-bay single-storey thatched house, c.1930, with gable-fronted projecting entrance porch.  Now derelict.  Detached rubble stone farm building to side.ROOF: Originally double pitched thatched roof, now mostly collapsed with exposed rafters; r",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11311038,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11311038_1.jpg,-6.12496743194979,53.5684198583695
11311039,Regional,,Red Bank Restaurant,Church Street,,Skerries,Dublin,TOWNPARKS (BA. E BY.),bank/financial institution,1870,1890,"Corner-sited end-of-terrace three-bay two-storey former bank with dormer attic, c.1880, now in use as restaurant. Central advanced doorcase with flat panels supporting entablature.  Recessed single-storey entrance extension to right-hand side.ROOF: Doub",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11311039,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11311039_1.jpg,-6.10903643262526,53.5796891141182
11311040,National,,Shenick's Island Martello Tower,Shenick's Island,,Skerries,Dublin,TOWNPARKS (BA. E BY.),martello tower,1800,1810,"Martello tower, c.1805, on a circular plan with tapered profile, having projecting machicolation supported by brackets above entrance.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11311040,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11311040_1.jpg,-6.0859140329493,53.5737767805229
11311041,Regional,,Fingal County Cemetery,,,Skerries,Dublin,TOWNPARKS (BA. E BY.),graveyard/cemetery,1680,1720,"Cemetery, with various cut stone grave markers from c.1700 to present.  Sited on three levels, each bounded by rubble stone walls.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11311041,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11311041_1.jpg,-6.10516441316613,53.5737599039457
11313001,Regional,,Laurel Mount,,,,Dublin,BORRANSTOWN,country house,1790,1810,"Detached nine-bay single-storey house, c.1800, with advanced pedimented timber tetrastyle Doric portico, and advanced gabled end bays.  Two-storey extension to rear, c.1940.   U-shaped plan stables, c.1800 and  large stable complex, c.1970 to rear.ROOF:",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11313001,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11313001_1.jpg,-6.4102947657523,53.5480589289461
11313002,Regional,,Tobergregan House,,,,Dublin,TOBERGREGAN,house,1830,1850,"Detached three-bay two-storey house, c.1840, with projecting timber glazed porch and timber conservatory to right-hand side.  Two single-storey extensions to rear, c.1880. Stable yard, c.1840, to rear with separate entrance.ROOF: U-plan pitched slate ro",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11313002,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11313002_1.jpg,-6.38826805799614,53.5519872675533
11313003,Regional,,,,,Garristown,Dublin,GARRISTOWN,house,1750,1850,"Detached four-bay single-storey thatched house, c.1800, with projecting entrance porch.  Single-bay extension with corrugated-iron roof to left-hand side, c.1900.  Farm buildings to rear, c.1970.ROOF: Thatched; hipped; nap rendered chimney stack; double",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11313003,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11313003_1.jpg,-6.38486736214076,53.5608462142419
11313004,Regional,,,,,Garristown,Dublin,GARRISTOWN,water pump,1890,1910,"Cast-iron water pump, c.1900, of square profile with a curved handle.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11313004,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11313004_1.jpg,-6.38478275988421,53.5622737987815
11313005,Regional,,,,,,Dublin,GARRISTOWN,mill (wind),1730,1740,"Rubble stone windmill on a circular, built 1736, rebuilt 1827, now in ruins. Exterior plaque: ""This Mill was built by Edward and Mary Walsh of Boranstown anno 1736"".",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11313005,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11313005_1.jpg,-6.39353351288243,53.563550853198
11313006,Regional,,,Main Street,,Garristown,Dublin,GARRISTOWN,water pump,1890,1910,"Cast-iron water pump, c.1900, of round profile with a curved handle.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11313006,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11313006_1.jpg,-6.38406326913416,53.5661009731071
11313007,Regional,,Garristown Carnegie Free Library,,,Garristown,Dublin,GARRISTOWN,library/archive,1910,1915,"Detached three-bay single-storey gable-fronted limestone Carnegie Free library, opened 1912.ROOF: Double pitchd slate roof with decorative terracotta ridge tiles, yellow brick chimney stack to rear gable. WALLS: Rock faced snecked limestone with nap ren",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11313007,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11313007_1.jpg,-6.38323317504008,53.5664941075888
11313008,Regional,,Church of the Assumption,,,Garristown,Dublin,GARRISTOWN,church/chapel,1875,1925,"Detached three-bay gable-fronted Roman Catholic church, c.1900, with seven-bay side elevation.  Gable-fronted projecting entrance porch to north, three-bay single-storey sacristy to south, polygonal apse to east.ROOF: Double pitched slate; limestone cop",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11313008,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11313008_1.jpg,-6.38311865595762,53.5667261878516
11313009,Regional,,,,,Garristown,Dublin,GARRISTOWN,house,1700,1800,"Terraced five-bay two-storey roughly dressed rubble stone house, c.1750, now vacant.ROOF: Double pitched slate roof with terracotta ridge tiles and red brick chimney stacks at gable ends; cast-iron rainwater goods. WALLS: Coursed rubble stone walls. OPE",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11313009,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11313009_1.jpg,-6.3829304226144,53.5677030831479
11313010,Regional,,Garristown Graveyard,,,Garristown,Dublin,GARRISTOWN,church/chapel,1580,1620,"Graveyard with various cut stone grave markers from, c.1600 to present.  Church with tower, c.1800, now in ruins.ROOF:Formally double pitched . WALLS: Coursed rubble walls to church; castellated parapet and obelisk to tower. OPENINGS: Pointed arched ope",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11313010,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11313010_1.jpg,-6.38437229208393,53.568288674329
11314001,Regional,,,,,,Dublin,ADAMSTOWN (BA. W BY.),house,1780,1820,"Detached four-bay single-storey thatched house, c.1800, with projecting entrance porch.ROOF: Hipped thatched roof with distinctive swept curving hip ends with rough-cast rendered chimney stack. WALLS: Rough cast render.OPENINGS: Square headed windows wi",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11314001,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11314001_1.jpg,-6.35974428643019,53.5525068633706
11314002,Regional,,,,,Baldwinstown,Dublin,BALDWINSTOWN,water pump,1890,1910,"Cast-iron water pump, c.1900, of round profile with a curved handle. Manufacturer 'Tonge and Taggart'",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11314002,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11314002_1.jpg,-6.35437206083969,53.5645637978814
11314003,Regional,,,,,Baldwinstown,Dublin,BALDWINSTOWN,post box,1870,1900,"Wall-mounted cast-iron post box, c.1885, with 'VR' monogram, crown motif and 'Post Office': W. Tall & Son, London",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11314003,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11314003_1.jpg,-6.35417664260202,53.5645431369438
11314004,Regional,,Prospect Hill,,,,Dublin,BALDWINSTOWN,house,1780,1820,"Detached seven-bay two-storey house, c.1800, remodelled c.1880.  Two-storey return to rear, extended, c.1900.  Complex of outbuildings arranged around a courtyard accessed via a castellated arch to right-hand side.ROOF: Hipped; slate; rendered chimneys;",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11314004,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11314004_1.jpg,-6.34084677236573,53.5618968016523
11314005,Regional,,Spring Hill,,,,Dublin,GRALLAGH,house,1820,1840,"Detached three-bay two-storey house, c.1830, with a projecting entrance porch and return to rear.  Single-bay single-storey extension to right-hand side.  Single-storey rubble stone farm buildings to rear, now derelict.ROOF: Hipped slate roof with terra",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11314005,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11314005_1.jpg,-6.32470726873274,53.5528656589926
11314006,Regional,,Spring Hill Farm,,,,Dublin,GRALLAGH,farm house,1860,1880,"Detached three-bay two-storey farmhouse, c.1870, with single-storey return to rear.  Single-storey extension c.1999 to rear.ROOF: Double pitched; slate; terracotta ridge tiles red brick corniced chimney stacks with yellow brick banding; skylight to rear",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11314006,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11314006_1.jpg,-6.32568183557966,53.5492041192931
11314007,National,,Saint Maccallin's Graveyard,,,,Dublin,GRALLAGH,graveyard/cemetery,1680,1720,"Graveyard, with various cut stone grave markers from c.1700 to present.  Rubble stone church, now in ruins, and Saint Meccallin's holy well to site.ROOF: Double pitched limestone roof to well. WALLS: cut limestone holy well walls. OPENINGS: Pointed arch",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11314007,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11314007_1.jpg,-6.33045193779914,53.5464672665419
11314008,Regional,,Trallie House,,,,Dublin,GRALLAGH,house,1880,1900,"Detached five-bay two-storey house, c.1890, with two advanced gabled bays to right-hand side and  projecting central entrance porch.  Built on site of earlier house.  Farmyard, c.1760, attached to right-hand side and arranged around a courtyard.ROOF: Do",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11314008,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11314008_1.jpg,-6.32491969604752,53.542525971702
11314009,Regional,,,,,,Dublin,GRALLAGH,post box,1900,1910,"Wall-mounted cast-iron post box, c.1905, with 'ER VII' monogram  and crown motif, raised 'Post Office'.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11314009,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11314009_1.jpg,-6.32405663853056,53.5529104538339
11315001,Regional,,,,,Damastown,Dublin,DAMASTOWN (BA. W BY.),water pump,1890,1910,"Cast-iron water pump, c.1900, of square profile with a curved handle.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11315001,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11315001_1.jpg,-6.2866677552277,53.5561814530133
11315002,Regional,,Saint Canice's Roman Catholic Church,,,Damastown,Dublin,DAMASTOWN (BA. W BY.),church/chapel,1740,1780,"Detached five-bay Roman Catholic church, c.1760, on a cruciform plan with bellcote to gable end.ROOF: Double pitched; slate; terracotta ridge tiles; cast-iron rainwater goods. WALLS: Rough cast render nap rendered plinth course; limestone plaque to sacr",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11315002,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11315002_1.jpg,-6.28575609222752,53.5559617093997
11317001,Regional,,Man O'War Pub,,,,Dublin,MALHENEY,house,1750,1850,"Terraced six-bay single-storey thatched former house, c.1800, with projecting entrance porch, now in use as public house.  Cast-iron water pump to front.ROOF: Hipped thatched having decorative thatched ridge; rendered single pot stacks to end; WALLS: Na",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11317001,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11317001_1.jpg,-6.18417917864538,53.5619293404802
11317002,Regional,,,,,,Dublin,TOWNPARKS (BA. E BY.),post box,1870,1900,"Wall-mounted cast-iron post box, c.1885, with royal 'VR' monogram.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11317002,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11317002_1.jpg,-6.18411030357923,53.5617755322151
11317003,Regional,,Milverton Demesne,,,,Dublin,GRANGE (BA. E BY.) HOLMPATRICK ED,gate lodge,1840,1860,"Detached five-bay single-storey gate lodge, c.1850, with central projecting limestone porch and retaining original fenestration.  Three-bay single-storey extension to rear, c.1950.ROOF: Hipped; slate; terracotta ridge tiles;  nap rendered chimney; ornat",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11317003,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11317003_1.jpg,-6.14939111218376,53.5663741644631
11317004,Regional,,Milverton Demesne,,,,Dublin,GRANGE (BA. E BY.) HOLMPATRICK ED,gate lodge,1860,1880,"Detached three-bay single-storey gate lodge, c.1870, retaining original fenestration.  Single-storey extension to rear.  Outbuilding to rear.ROOF: Hipped slate roof with terracotta ridge tiles; centrally placed nap rendered chimney stack with a terracot",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11317004,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11317004_1.jpg,-6.14921558633185,53.566245643415
11317005,Regional,,Milverton Demesne,,,,Dublin,COURTLOUGH,gate lodge,1840,1860,"Detached three-bay single-storey gate lodge, c.1850, with single-bay extension, c.1960, to left-hand side.  Rubble stone outbuilding to rear.ROOF: Hipped slate roof with terracotta ridge tiles and overhanging eaves and centrally placed nap rendered corn",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11317005,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11317005_1.jpg,-6.14265493680507,53.566116944308
11318001,Regional,,,Skerries Road,,Loughshinny,Dublin,BLACKLAND,water pump,1890,1910,"Cast-iron water pump, c.1900, now missing parts.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11318001,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11318001_1.jpg,-6.10132927703328,53.5468215941926
11318002,Regional,,Lizzie's Cottage,Skerries Road,,Loughshinny,Dublin,BALCUNNIN,house,1780,1820,"Detached six-bay single-storey thatched house, c.1800, on an L-shaped plan in two main sections, each of three-bays, with advanced entrance porch.   Attached L-shaped farmyard complex to rear.ROOF: Double pitched; thatched; four nap rendered chimney sta",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11318002,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11318002_1.jpg,-6.09626639370981,53.5429758727964
11318003,Regional,,Kenure Park,,,,Dublin,RUSH DEMESNE,gate lodge,1820,1840,"Detached three-bay single-storey gate lodge, c.1830, with an advanced pedimented central bay.  Extension to rear, c.1880.  Now derelict.ROOF: Part remaining: Hipped slate roof; hidden behind parapet wall, terracotta ridge tiles exposed roof construction",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11318003,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11318003_1.jpg,-6.09373346355203,53.5395836676225
